date,event_id,fight_id,fighter_id,opponent_id,fighter,opponent,target,current_logistic_probability,division,division_group,group_model_probability,group_model_status,global_only_probability,shared_pooling_weight_probability,group_specific_pooling_weights_probability,fully_separate_groups_probability
2023-01-14,2e2cdb6e9eb84bb9,868c83e734dbbceb,0d8011111be000b2,881bf86d4cba8578,Sean Strickland,Nassourdine Imavov,1,0.460332793205995,Light Heavyweight,mens_light_heavy_plus,0.521768949611178,separate_group_model,0.460332793205995,0.491016954885048,0.50639900468239,0.521768949611178
2023-01-21,5717efc6f271cd52,1d35e4c0941d1397,72ea1984c52019b5,850266b3dc4e506e,Saimon Oliveira,Daniel Marcos,0,0.598610114344456,Bantamweight,mens_below_welterweight,0.615852363528655,separate_group_model,0.598610114344456,0.607264666137418,0.602945442293276,0.615852363528655
2023-01-21,5717efc6f271cd52,fcf385ae75191b57,68d35296f566792b,862b0b3375aa4b6e,Josiane Nunes,Zarah Fairn,1,0.804438205862007,Women's Featherweight,womens_all,0.76402700703609,separate_group_model,0.804438205862007,0.784920845569058,0.784920845569058,0.76402700703609
2023-01-21,5717efc6f271cd52,f09c3d8a26806761,9d19d9e4aa2662e8,d317a5e2b3f88c5f,Nicolas Dalby,Warlley Alves,1,0.392421676976472,Welterweight,mens_welter_to_middle,0.418516532326572,separate_group_model,0.392421676976472,0.405402299560995,0.392421676976472,0.418516532326572
2023-01-21,5717efc6f271cd52,911b73db91738da6,809bd1a871491508,eb393afdbe3293d5,Terrance McKinney,Ismael Bonfim,0,0.681636855870174,Lightweight,mens_below_welterweight,0.68768193967851,separate_group_model,0.681636855870174,0.684667211944962,0.683153976475029,0.68768193967851
2023-01-21,5717efc6f271cd52,354dc211166a3982,6fc506e1099afe20,bf7ad5628363eec9,Luan Lacerda,Cody Stamann,0,0.356331608041083,Bantamweight,mens_below_welterweight,0.295068993293356,separate_group_model,0.356331608041083,0.324952001802523,0.340466932938212,0.295068993293356
2023-01-21,5717efc6f271cd52,fffdc57255274be1,2f5cbecbbe18bac4,41e83a89929d1327,Shamil Abdurakhimov,Jailton Almeida,0,0.116055028997466,Heavyweight,mens_light_heavy_plus,0.177350620069234,separate_group_model,0.116055028997466,0.144011242250578,0.159979093355617,0.177350620069234
2023-01-21,5717efc6f271cd52,7ed9e8f3258446c7,01641ba5df0c69b0,49ee5024966efc0d,Gabriel Bonfim,Mounir Lazzez,1,0.496431124419487,Welterweight,mens_welter_to_middle,0.482738103202729,separate_group_model,0.496431124419487,0.489582659723916,0.496431124419487,0.482738103202729
2023-01-21,5717efc6f271cd52,8cdcdfb76d1670dd,20bccc9bb4ceb23e,d945aae53e3e54e6,Melquizael Costa,Thiago Moises,0,0.429906874732286,Lightweight,mens_below_welterweight,0.393898436243247,separate_group_model,0.429906874732286,0.411784604994951,0.420819066832207,0.393898436243247
2023-01-21,5717efc6f271cd52,5ad8aa57c8d69680,1e719d4b676dc19a,d1c65d2cf2925ddd,Brunno Ferreira,Gregory Rodrigues,1,0.242422178894283,Middleweight,mens_welter_to_middle,0.238382283464704,separate_group_model,0.242422178894283,0.24039643058745,0.242422178894283,0.238382283464704
2023-01-21,5717efc6f271cd52,a3ef3d05ddd80a94,140745cbbcb023ac,260bd4cef10b033f,Mauricio Rua,Ihor Potieria,0,0.406899365830709,Light Heavyweight,mens_light_heavy_plus,0.561025250911516,separate_group_model,0.406899365830709,0.483571644545352,0.522433296264158,0.561025250911516
2023-01-21,5717efc6f271cd52,2d1ac675e6c1e6ea,c21f26bbde777573,eabf206b162b3b83,Johnny Walker,Paul Craig,1,0.510374955440562,Light Heavyweight,mens_light_heavy_plus,0.561724158382248,separate_group_model,0.510374955440562,0.536145362203465,0.548967108286759,0.561724158382248
2023-01-21,5717efc6f271cd52,0221982930283140,6a1901c62ab3870f,729d4bd5a6cd0a97,Jessica Andrade,Lauren Murphy,1,0.77245488818756,Women's Flyweight,womens_all,0.663787807140969,separate_group_model,0.77245488818756,0.721360980381333,0.721360980381333,0.663787807140969
2023-01-21,5717efc6f271cd52,1c51f405e5c46572,23024fdfc966410a,84b3e7d38f2d2ec5,Gilbert Burns,Neil Magny,1,0.43383826817204,Welterweight,mens_welter_to_middle,0.38965654918114,separate_group_model,0.43383826817204,0.411569227378275,0.43383826817204,0.38965654918114
2023-01-21,5717efc6f271cd52,0462bcc27498f7c4,792be9a24df82ed6,aa72b0f831d0bfe5,Brandon Moreno,Deiveson Figueiredo,1,0.577374601928089,Flyweight,mens_below_welterweight,0.569216928478599,separate_group_model,0.577374601928089,0.573300750328017,0.575338955520073,0.569216928478599
2023-01-21,5717efc6f271cd52,dde7d29cc443e263,5444c5a201d3ee5a,7ff97850e8c32bda,Jamahal Hill,Glover Teixeira,1,0.594666606799724,Light Heavyweight,mens_light_heavy_plus,0.53836155308711,separate_group_model,0.594666606799724,0.566729453291988,0.552588295970641,0.53836155308711
2023-02-04,d26394fc0e8e880a,a26ca06cce403ce2,4461d7e47375a895,c051c2e12d692b8a,Tatsuro Taira,Jesus Aguilar,1,0.786853688467081,Flyweight,mens_below_welterweight,0.760151696692135,separate_group_model,0.786853688467081,0.77378136585012,0.78038741263019,0.760151696692135
2023-02-04,d26394fc0e8e880a,983fab4080743ed0,0112352cb32f5026,285ae0b4a68221f4,Denis Tiuliulin,JunYong Park,0,0.372628652401895,Middleweight,mens_welter_to_middle,0.362161634146945,separate_group_model,0.372628652401895,0.367379514154394,0.372628652401895,0.362161634146945
2023-02-04,d26394fc0e8e880a,98094a500529d442,adccbc19b22e19af,b671bdf981ad527d,SeungGuk Choi,HyunSung Park,0,0.500559634750646,Flyweight,mens_below_welterweight,0.513942853765947,separate_group_model,0.500559634750646,0.507252543538684,0.503906264136557,0.513942853765947
2023-02-04,d26394fc0e8e880a,a8067e65eb737a09,148bb103cfbf123e,d8c811df0386d5e8,Toshiomi Kazama,Rinya Nakamura,0,0.535355384229117,Bantamweight,mens_below_welterweight,0.540544504832546,separate_group_model,0.535355384229117,0.537950972356879,0.536653426564156,0.540544504832546
2023-02-04,d26394fc0e8e880a,765482eb58e8db48,3f11fd1751fa83b1,d008d785f6347dc2,Yizha,JeongYeong Lee,0,0.495000890669063,Featherweight,mens_below_welterweight,0.516277963899151,separate_group_model,0.495000890669063,0.505641981812504,0.500321472642053,0.516277963899151
2023-02-04,d26394fc0e8e880a,b1b20c686dfe3204,57186c150c645200,a72a2a769fa5a2be,Jeka Saragih,Anshul Jubli,0,0.503372266171837,Lightweight,mens_below_welterweight,0.512370334269184,separate_group_model,0.503372266171837,0.507871937731762,0.505622215799446,0.512370334269184
2023-02-04,d26394fc0e8e880a,c63d8062c89c4c33,21b5c82c1b89dab1,a01a62132460a98d,Yusaku Kinoshita,Adam Fugitt,0,0.636601174251566,Welterweight,mens_welter_to_middle,0.624040183607057,separate_group_model,0.636601174251566,0.630342743388984,0.636601174251566,0.624040183607057
